Loc,LNAME,Place,Open,Closed,KSI,CmtyNum,Cmty,SVC,FONUM,FOSHORT,Month
196,KAZABRA,Floor,4/1/2001,8/8/8888,320,32,Rheinland Pfalz,Army,2,KAISERSLAUTERN 2 Europe KA02 E0 Dave KAZABRA 0 CLSD0317,
218,STRIKERS,Floor,4/4/2001,8/8/8888,320,32,Rheinland Pfalz,Army,2,KAISERSLAUTERN 2 Europe KA06 E0 Dave STRIKERS 0 CLSD0317,
256,PATCH CMTY CLUB,Floor,11/2/2009,8/8/8888,110,11,Stuttgart,Army,45,STUTTGART 2 Europe ST03 E0 *3/15/20 CLSD_COV Dave PATCH C/C 0 CLSD0318,
280,KELLEY COMM CLUB,Floor,11/2/2009,8/8/8888,110,11,Stuttgart,Army,45,STUTTGART 2 Europe ST02 E0 *3/15/20 CLSD_COV Dave KELLY C/C 0 CLSD0318,
298,GALAXY B/C,Floor,11/2/2009,8/8/8888,110,11,Stuttgart,Army,45,STUTTGART 2 Europe ST01 E0 *3/15/20 CLSD_COV Dave GALAXY B/C 0 CLSD0318,
330,LIVORNO COMM CLUB,Floor,4/1/2007,8/8/8888,30,3,Vicenza,Army,4,VICENZA 2 Europe VZ02 E0 *LG Dave LIVORNO C/C 0 CLSD0325,
413,ENTERTAINMENT CENTER GRAF,Floor,12/1/1996,8/8/8888,120,12,Bavaria,Army,46,VILSECK 2 Europe VK02 E0 Dave GRAF E/C 0 CLSD0317,
415,HOHENFELS B/C,Floor,12/1/1996,8/8/8888,120,12,Bavaria,Army,46,VILSECK 2 Europe VK03 E0 Dave HOHENFELS B/C 0 CLSD0317,
417,VILSECK B/C,Floor,12/1/2007,8/8/8888,120,12,Bavaria,Army,46,VILSECK 2 Europe VK05 E0 Dave VILSECK B/C 0 CLSD0317,
437,ACTION LANES,Floor,10/4/2014,8/8/8888,40,4,Ansback/Illesheim,Army,31,ANSBACH 2 Europe AN01 E0 *LG Dave ACTION LANES 0 CLSD0319,
438,STORCK BRK B/C,Floor,10/4/2014,8/8/8888,40,4,Ansback/Illesheim,Army,31,ANSBACH 2 Europe AN02 E0 *LG Dave STORCK BRK B/C 0 CLSD0319,
770,DRAGON HILL LODGE,Floor,4/6/1994,8/8/8888,230,23,DHL,Army,20,SEOUL 4 Korea SE01 K0 Dave DRAGON HILL 0 LG,
773,MAIN POST CLUB,Floor,9/1/1988,3/4/2020,210,21,Yongson,Army,20,SEOUL 4 Korea SE03 K0 Closed Mar 2020 Dave MAIN POST CLUB 0 ClsdFY20,
776,"COMM CLUB, K-16",Floor,10/1/1993,8/8/8888,210,21,Yongson,Army,20,SEOUL 4 Korea SE02 K0 Dave K-16 C/C 0 LG,
797,GATEWAY CLUB,Floor,3/2/2008,8/8/8888,150,15,Camp Casey,Army,23,UIJEONGBU 4 Korea UJ03 K0 SMS Jun2019 Dave GATEWAY CLUB 0 SMSFY20/LG,
798,"WARRIOR'S, CASEY-E",Floor,3/2/2008,8/8/8888,150,15,Camp Casey,Army,23,UIJEONGBU 4 Korea UJ04 K0 Dave WARRIOR'S 0 LG,
819,"BOWL CTR, CP CASEY",Floor,6/24/2013,8/8/8888,150,15,Camp Casey,Army,23,UIJEONGBU 4 Korea UJ01 K0 Dave CASEY B/C 0 LG,
839,HUMPHREYS B/C,Floor,2/1/2019,8/8/8888,180,78,Camp Humphreys,Army,24,PYONGTAEK 4 Korea PY03 K0 Open Feb 2019 Dave HUMPHREYS B/C 0 CLSD0326,
866,STATE'S GRILL,Floor,10/1/1993,8/8/8888,190,19,Daegu,Army,21,DAEGU 4 Korea DA04 K0 *LG (Henry's) Dave STATE'S GRILL 0 CLSD0227,
867,"HILLTOP, CP WALKER",Floor,12/12/1994,8/8/8888,190,19,Daegu,Army,21,DAEGU 4 Korea DA01 K0 *LG Dave HILLTOP 0 CLSD0227,
869,LA CANTINA EL GUERRERO,Floor,12/31/1984,8/8/8888,190,19,Daegu,Army,21,DAEGU 4 Korea DA03 K0 *LG (HideAway) Dave LOS CANTINA 0 CLSD0227,
870,WINDY CITY BOWL & GRILL,Floor,1/1/1999,8/8/8888,190,19,Daegu,Army,21,DAEGU 4 Korea DA06 K0 *LG (Walker BC) Dave WINDY CITY 0 CLSD0227,
883,"COMM CLUB, CP ZAMA",Floor,2/1/1998,8/8/8888,340,24,Camp Zama,Army,22,ZAMA 5 Japan ZA02 J0 Reno Jan'19 - May'19 Dave ZAMA C/C 0 CLSD0330,
885,SHA CLUB,Floor,2/1/1998,8/8/8888,340,24,Camp Zama,Army,22,ZAMA 5 Japan ZA07 J0 Dave SHA CLUB 0 CLSD0326,
886,"BOWLING CTR, CP ZAMA",Floor,11/15/2017,8/8/8888,340,24,Camp Zama,Army,22,ZAMA 5 Japan ZA01 J0 Dave ZAMA B/C 0 CLSD0328,
891,EL GUERRERO,Floor,6/20/1996,8/8/8888,190,19,Daegu,Army,21,DAEGU 4 Korea DA02 K0 *LG (Carroll BC) Dave EL GUERRERO 0 CLSD0227,
967,HAVANA'S,Floor,6/1/1997,8/8/8888,300,30,USA Okinawa,Army,26,OKINAWA 5 Japan OK07 J0 Dave HAVANA'S 0 LG,
1038,THE GOLD MINE,Floor,12/1/2014,8/8/8888,20,2,Benelux,Army,2,KAISERSLAUTERN 2 Europe KA07 E0 *100% 3/16 Dave GOLD MINE 0 CLSD0317,
1105,HASHMARKS,Floor,10/1/1993,8/8/8888,280,28,USMC Okinawa,Marine Corps,26,OKINAWA 5 Japan OK06 J0 Dave HASHMARKS 1 LG,
1107,COURTNEY B/C,Floor,5/21/2008,8/8/8888,280,28,USMC Okinawa,Marine Corps,26,OKINAWA 5 Japan OK03 J0 Reno Feb'19 - Apr'19 Dave COURTNEY B/C 1 LG,
1109,TAIYO GOLF COURSE,Floor,10/1/1993,8/8/8888,280,28,USMC Okinawa,Marine Corps,26,OKINAWA 5 Japan OK12 J0 Dave TAIYO G/C 1 LG,
1111,BUTLER B/C,Floor,10/1/1993,8/8/8888,280,28,USMC Okinawa,Marine Corps,26,OKINAWA 5 Japan OK02 J0 Dave BUTLER B/C 1 LG,
1114,OCEAN BREEZE,Floor,7/2/1997,8/8/8888,280,28,USMC Okinawa,Marine Corps,26,OKINAWA 5 Japan OK08 J0 Dave OCEAN BREEZE 1 LG,
1122,SURFSIDE,Floor,10/1/1993,8/8/8888,280,28,USMC Okinawa,Marine Corps,26,OKINAWA 5 Japan OK11 J0 Dave SURFSIDE 1 LG,
1127,ROAD HOUSE,Floor,9/1/2015,8/8/8888,340,24,Camp Zama,Marine Corps,22,ZAMA 5 Japan ZA05 J0 Dave ROAD HOUSE 1 CLSD0325,
1137,IWAKUNI CLUB,Floor,2/1/1998,8/8/8888,270,27,USMA Iwakuni,Marine Corps,27,IWAKUNI 5 Japan IW01 J0 Dave IWAKUNI CLUB 1 LG,
1669,THE VAULT CLUB AND CASINO,Floor,7/2/2010,8/8/8888,130,13,Wiesbaden,Army,47,WIESBADEN 2 Europe WB03 E0 (Capp) Dave THE VAULT 0 CLSD0316,
1858,LANGENBRUCK CENTER,Floor,12/1/2007,8/8/8888,120,12,Bavaria,Army,46,VILSECK 2 Europe VK04 E0 Dave LANGENBRUCK 0 CLSD0325,
1881,KASTEL KLUB,Floor,3/26/2013,8/8/8888,130,13,Wiesbaden,Army,47,WIESBADEN 2 Europe WB02 E0 Dave KASTEL KLUB 0 CLSD0318,
1940,CASEY LODGE,Floor,2/1/2018,8/8/8888,150,15,Camp Casey,Army,23,UIJEONGBU 4 Korea UJ02 K0 Dave CASEY LODGE 0 LG,
2238,PALMS,Floor,6/1/2001,8/8/8888,280,28,USMC Okinawa,Marine Corps,26,OKINAWA 5 Japan OK09 J0 Dave PALMS 1 LG,
2317,WEST PAC LODGE,Floor,4/24/2002,8/8/8888,280,28,USMC Okinawa,Marine Corps,26,OKINAWA 5 Japan OK13 J0 Dave WEST PAC LODGE 1 LG,
2394,BEACH HEAD,Floor,12/9/2002,8/8/8888,280,28,USMC Okinawa,Marine Corps,26,OKINAWA 5 Japan OK01 J0 Dave BEACH HEAD 1 LG,
2489,EDELWEISS LODGE & RESORT,Floor,5/26/2004,8/8/8888,60,6,Edelweiss,Army,10,GARMISCH 2 Europe GA01 E0 Dave EDELWEISS 0 CLSD0316,
2521,TURTLE COVE,Floor,9/2/2010,8/8/8888,200,20,Chinhae,Navy,21,DAEGU 4 Korea DA05 K0 Dave TURTLE COVE 1 LG,
2523,CROW'S NEST,Floor,12/22/2004,8/8/8888,290,29,USN Okinawa,Navy,26,OKINAWA 5 Japan OK04 J0 Dave CROW'S NEST 1 CLSD0331,
2525,PORT CALL,Floor,12/22/2004,8/8/8888,290,29,USN Okinawa,Navy,26,OKINAWA 5 Japan OK10 J0 Dave PORT CALL 1 CLSD0329,
2588,CAPO OLDE TOWN SLOTS,Floor,10/4/2007,8/8/8888,90,9,Naples,Navy,42,NAPLES 2 Europe NA01 E0 LDrop 3/18/20 Dave CAPO OLDE TOWN 1 CLSD0316,
2591,NAPLES B/C,Floor,10/9/2007,8/8/8888,90,9,Naples,Navy,42,NAPLES 2 Europe NA02 E0 LDrop 3/18/20 Dave NAPLES B/C 1 CLSD0316,
2595,SIG B/C,Floor,5/8/2007,8/8/8888,80,8,Sigonella,Navy,40,SIGONELLA 2 Europe SN02 E0 Dave SIG B/C 1 CLSD0317,
2597,JOX SPORTS BAR,Floor,5/8/2007,8/8/8888,80,8,Sigonella,Navy,40,SIGONELLA 2 Europe SN01 E0 Dave JOX SPORTS BAR 1 CLSD0320,
2600,LA PLAZA,Floor,11/1/2015,8/8/8888,100,10,Rota,Navy,43,ROTA 2 Europe RT02 E0 (Champions) Dave LA PLAZA 1 CLSD0316,
2601,ROTA LANES,Floor,12/1/2015,8/8/8888,100,10,Rota,Navy,43,ROTA 2 Europe RT04 E0 Dave ROTA LANES 1 CLSD0316,
2605,ROTA FLEET CTR,Floor,1/1/2015,8/8/8888,100,10,Rota,Navy,43,ROTA 2 Europe RT03 E0 *3/15/20 CLSD_COV Dave ROTA FLEET CTR 1 CLSD0316,
2618,GRAFFITI'S,Floor,12/1/2015,8/8/8888,70,7,Souda Bay,Navy,39,SOUDA BAY 2 Europe SB01 E0 Reno Apr/May 2018 (Shipmates) Dave GRAFFITI'S 1 CLSD0318,
2664,SANNO HOTEL,Floor,8/25/2006,8/8/8888,260,26,New Sanno,Navy,22,ZAMA 5 Japan ZA06 J0 Dave SANNO HOTEL 1 CLSD0327,
2887,ROB JAVA CAFE,Floor,6/1/2013,8/8/8888,320,32,Rheinland Pfalz,Army,2,KAISERSLAUTERN 2 Europe KA04 E0 Dave ROB JAVA CAFE 0 CLSD0316,
2890,BOQ,Floor,3/24/2008,8/8/8888,100,10,Rota,Navy,43,ROTA 2 Europe RT01 E0 *3/15/20 CLSD_COV Dave BOQ 1 CLSD0316,
2895,THE ARENA B/C,Floor,4/17/2008,8/8/8888,30,3,Vicenza,Army,4,VICENZA 2 Europe VZ03 E0 *LG Dave ARENA B/C 0 CLSD0324,
2976,WIESBADEN ENT CTR,Floor,7/2/2010,8/8/8888,130,13,Wiesbaden,Army,47,WIESBADEN 2 Europe WB04 E0 SMS Sep2019 Dave WIESBADEN E/C 0 SMSFY20/CLSD0317,
3072,SEMBACH C/C,Floor,7/5/2012,8/8/8888,320,32,Rheinland Pfalz,Army,2,KAISERSLAUTERN 2 Europe KA05 E0 Dave SEMBACH C/C 0 CLSD0320,
3078,CORNER POCKET,Floor,8/16/2012,8/8/8888,250,25,USN Japan,Navy,22,ZAMA 5 Japan ZA04 J0 Dave CORNER POCKET 1 CLSD0327,
3079,CLUB TRILOGY,Floor,7/20/2015,8/8/8888,250,25,USN Japan,Navy,22,ZAMA 5 Japan ZA03 J0 Dave CLUB TRILOGY 1 CLSD0327,
3096,HARBOR VIEW CLUB,Floor,12/1/2013,8/8/8888,330,33,USN Sasebo,Navy,19,SASEBO 5 Japan SA02 J0 Dave HARBOR VIEW 1 CLSD0329,
3097,HARIO,Floor,1/1/2014,8/8/8888,330,33,USN Sasebo,Navy,19,SASEBO 5 Japan SA03 J0 Dave HARIO 1 CLSD0329,
3098,GALAXIES,Floor,12/1/2013,8/8/8888,330,33,USN Sasebo,Navy,19,SASEBO 5 Japan SA01 J0 Dave GALAXIES 1 CLSD0329,
3108,ACE'S GAME ROOM,Floor,2/1/2014,8/8/8888,130,13,Wiesbaden,Army,47,WIESBADEN 2 Europe WB01 E0 Dave ACE'S GAME RM 0 CLSD0317,
3132,DEL DIN C/C,Floor,3/1/2014,8/8/8888,30,3,Vicenza,Army,4,VICENZA 2 Europe VZ01 E0 *LG Dave DEL DIN C/C 0 CLSD0323,
3145,ALGIERS REC CTR,Floor,5/1/2016,8/8/8888,120,12,Bavaria,Army,46,VILSECK 2 Europe VK01 E0 Dave ALGIERS REC 0 CLSD0318,
3146,YOKOSUKA B/C,Floor,10/1/2015,8/8/8888,350,35,USN Yokosuka,Navy,18,YOKOSUKA 5 Japan YK06 J0 Dave YOKOSUKA B/C 1 CLSD0327,
3147,CLUB ALLIANCE,Floor,10/1/2015,8/8/8888,350,35,USN Yokosuka,Navy,18,YOKOSUKA 5 Japan YK01 J0 Dave CLUB ALLIANCE 1 CLSD0327,
3148,CPO CLUB,Floor,5/24/2015,8/8/8888,350,35,USN Yokosuka,Navy,18,YOKOSUKA 5 Japan YK02 J0 Dave CPO CLUB 1 CLSD0327,
3149,TAKEMIYA CLUB,Floor,10/1/2015,8/8/8888,350,35,USN Yokosuka,Navy,18,YOKOSUKA 5 Japan YK05 J0 Reno Sep - Oct 2018 Dave TAKEMIYA CLUB 1 LG,
3150,OFFICERS CLUB,Floor,10/1/2015,8/8/8888,350,35,USN Yokosuka,Navy,18,YOKOSUKA 5 Japan YK03 J0 Dave OFFICERS CLUB 1 CLSD0329,
3151,SEASIDE CLUB,Floor,10/1/2015,8/8/8888,350,35,USN Yokosuka,Navy,18,YOKOSUKA 5 Japan YK04 J0 Dave SEASIDE CLUB 1 CLSD0327,
3156,TERROR CLUB,Floor,5/1/2016,8/8/8888,360,36,Singapore,Navy,17,SINGAPORE 4 Korea SG01 K0 Dave TERROR CLUB 1 CLSD0326,
3158,MORNING CALM,Floor,9/15/2018,8/8/8888,180,78,Camp Humphreys,Army,24,PYONGTAEK 4 Korea PY03 K0 (MC3) Dave MORNING CALM CLSD0327,
3159,WHISPERS,Floor,4/1/2015,8/8/8888,290,29,USN Okinawa,Marine Corps,26,OKINAWA 5 Japan OK14 J0 Dave WHISPERS 1 LG,
3164,TORII PINES TLF,Floor,12/15/2017,8/8/8888,270,27,USMA Iwakuni,Marine Corps,27,IWAKUNI 5 Japan IW02 J0 Dave TORII PINES TLF LG,
3166,FLIGHTLINE TAP ROOM,Floor,1/3/2018,8/8/8888,180,78,Camp Humphreys,Army,24,PYONGTAEK 4 Korea PY02 K0 Reno Oct'19 - Mar'20 Dave FLIGHTLINE 0 Reno,
3168,CAVE,Floor,10/12/2018,8/8/8888,180,78,Camp Humphreys,Army,24,PYONGTAEK 4 Korea PY01 K0 Open Oct 2018 Dave CAVE CLSD0327,
3169,HANSEN TLF,Floor,8/16/2019,8/8/8888,280,Camp,Hansen,Marine Corps,26,OKINAWA 5 Japan OK04 J0 Open Aug 2019 Dave HANSEN TLF 1 LG,
194,IRISH PUB,Floor,2/1/2014,8/8/8888,320,32,Rheinland Pfalz,Army,2,KAISERSLAUTERN 2 Europe KA01 E0 Dave IRISH PUB 20% CLSD0316 FALSE,
195,LCCC,Floor,4/4/2001,8/8/8888,320,32,Rheinland Pfalz,Army,2,"KAISERSLAUTERN (b) (6), (b) (3) 10 U.S.C 130B 2 Europe KA03 E0 Dave LCCC 20% CLSD0316 FALSE",
196,KAZABRA,Floor,4/1/2001,8/8/8888,320,32,Rheinland Pfalz,Army,2,KAISERSLAUTERN 2 Europe KA02 E0 Dave KAZABRA 20% CLSD0316 FALSE,
218,STRIKERS,Floor,4/4/2001,8/8/8888,320,32,Rheinland Pfalz,Army,2,KAISERSLAUTERN 2 Europe KA06 E0 Dave STRIKERS 20% CLSD0316 FALSE,
256,PATCH CMTY CLUB,Floor,11/2/2009,8/8/8888,110,11,Stuttgart,Army,45,STUTTGART 2 Europe ST03 E0 Dave PATCH C/C 20% CLSD0313 TRUE,
280,KELLEY COMM CLUB,Floor,11/2/2009,8/8/8888,110,11,Stuttgart,Army,45,STUTTGART 2 Europe ST02 E0 Dave KELLY C/C 20% CLSD0313 FALSE,
298,GALAXY B/C,Floor,11/2/2009,8/8/8888,110,11,Stuttgart,Army,45,STUTTGART 2 Europe ST01 E0 Dave GALAXY B/C 20% CLSD0312 TRUE,
330,LIVORNO COMM CLUB,Floor,4/1/2007,8/8/8888,30,3,Vicenza,Army,4,VICENZA 2 Europe VZ02 E0 Dave LIVORNO C/C 20% CLSD0327 TRUE,
413,ENTERTAINMENT CENTER GRAF,Floor,12/1/1996,8/8/8888,120,12,Bavaria,Army,46,VILSECK 2 Europe VK02 E0 Dave GRAF E/C 20% CLSD0314 FALSE,
415,HOHENFELS B/C,Floor,12/1/1996,8/8/8888,120,12,Bavaria,Army,46,VILSECK 2 Europe VK03 E0 Dave HOHENFELS B/C 20% CLSD0314 FALSE,
417,VILSECK B/C,Floor,12/1/2007,8/8/8888,120,12,Bavaria,Army,46,VILSECK 2 Europe VK05 E0 Dave VILSECK B/C 20% CLSD0312 FALSE,
437,ACTION LANES,Floor,10/4/2014,8/8/8888,40,4,Ansback/Illesheim,Army,31,ANSBACH 2 Europe AN01 E0 Dave ACTION LANES 20% CLSD0316 FALSE,
438,STORCK BRK B/C,Floor,10/4/2014,8/8/8888,40,4,Ansback/Illesheim,Army,31,ANSBACH 2 Europe AN02 E0 Dave STORCK BRK B/C 20% CLSD0318 FALSE,
770,DRAGON HILL LODGE,Floor,4/6/1994,8/8/8888,230,23,DHL,Army,20,SEOUL 4 Korea SE01 K0 Dave DRAGON HILL 20% LG FALSE,
773,MAIN POST CLUB,Floor,9/1/1988,3/4/2020,210,21,Yongson,Army,20,SEOUL 4 Korea SE03 K0 Closed Mar 2020 Dave MAIN POST CLUB 20% ClsdFY20 FALSE,
776,"COMM CLUB, K-16",Floor,10/1/1993,8/8/8888,210,21,Yongson,Army,20,SEOUL 4 Korea SE02 K0 Dave K-16 C/C 20% LG FALSE,
797,GATEWAY CLUB,Floor,3/2/2008,8/8/8888,150,15,Camp Casey,Army,23,UIJEONGBU 4 Korea UJ03 K0 SMS Jun2019 Dave GATEWAY CLUB 20% SMSFY20/LG FALSE,
798,"WARRIOR'S, CASEY-E",Floor,3/2/2008,8/8/8888,150,15,Camp Casey,Army,23,UIJEONGBU 4 Korea UJ04 K0 Dave WARRIOR'S 20% LG FALSE,
819,"BOWL CTR, CP CASEY",Floor,6/24/2013,8/8/8888,150,15,Camp Casey,Army,23,UIJEONGBU 4 Korea UJ01 K0 Dave CASEY B/C 20% LG FALSE,
839,HUMPHREYS B/C,Floor,2/1/2019,8/8/8888,180,78,Camp Humphreys,Army,24,PYONGTAEK 4 Korea PY03 K0 Open Feb 2019 Dave HUMPHREYS B/C 20% ReOp0418 FALSE,
866,STATE'S GRILL,Floor,10/1/1993,8/8/8888,190,19,Daegu,Army,21,DAEGU 4 Korea DA04 K0 Dave STATE'S GRILL 20% CLSD0227 FALSE,
867,"HILLTOP, CP WALKER",Floor,12/12/1994,8/8/8888,190,19,Daegu,Army,21,DAEGU 4 Korea DA01 K0 Dave HILLTOP 20% CLSD0227 FALSE,
869,LA CANTINA EL GUERRERO,Floor,12/31/1984,8/8/8888,190,19,Daegu,Army,21,DAEGU 4 Korea DA03 K0 [See 891] Dave LOS CANTINA 20% CLSD0227 FALSE,
870,WINDY CITY BOWL & GRILL,Floor,1/1/1999,8/8/8888,190,19,Daegu,Army,21,DAEGU 4 Korea DA06 K0 Dave WINDY CITY 20% CLSD0227 FALSE,
883,"COMM CLUB, CP ZAMA",Floor,2/1/1998,8/8/8888,340,24,Camp Zama,Army,22,ZAMA 5 Japan ZA02 J0 Reno Jan'19 - May'19 Dave ZAMA C/C 20% CLSD0329 FALSE,
885,SHA CLUB,Floor,2/1/1998,8/8/8888,340,24,Camp Zama,Army,22,ZAMA 5 Japan ZA07 J0 Dave SHA CLUB 20% CLSD0325 FALSE,
886,"BOWLING CTR, CP ZAMA",Floor,11/15/2017,8/8/8888,340,24,Camp Zama,Army,22,ZAMA 5 Japan ZA01 J0 Dave ZAMA B/C 20% CLSD0326 FALSE,
891,EL GUERRERO,Floor,6/20/1996,8/8/8888,190,19,Daegu,Army,21,DAEGU 4 Korea DA02 K0 [see 869] Dave EL GUERRERO 20% CLSD0227 FALSE,
967,HAVANA'S,Floor,6/1/1997,8/8/8888,300,30,USA Okinawa,Army,26,OKINAWA 5 Japan OK07 J0 Dave HAVANA'S 20% CLSD0327 FALSE,
1038,THE GOLD MINE,Floor,12/1/2014,8/8/8888,20,2,Benelux,Army,2,KAISERSLAUTERN 2 Europe KA07 E0 Dave GOLD MINE 20% CLSD0313 TRUE,
1105,HASHMARKS,Floor,10/1/1993,8/8/8888,280,28,USMC Okinawa,Marine Corps,26,OKINAWA 5 Japan OK06 J0 Dave HASHMARKS 80% CLSD0331 FALSE,
1107,COURTNEY B/C,Floor,5/21/2008,8/8/8888,280,28,USMC Okinawa,Marine Corps,26,OKINAWA 5 Japan OK03 J0 Reno Feb'19 - Apr'19 Dave COURTNEY B/C 80% CLSD0403 FALSE,
1109,TAIYO GOLF COURSE,Floor,10/1/1993,8/8/8888,280,28,USMC Okinawa,Marine Corps,26,OKINAWA 5 Japan OK12 J0 Dave TAIYO G/C 80% CLSD0403 FALSE,
1111,BUTLER B/C,Floor,10/1/1993,8/8/8888,280,28,USMC Okinawa,Marine Corps,26,OKINAWA 5 Japan OK02 J0 Dave BUTLER B/C 80% CLSD0403 FALSE,
1114,OCEAN BREEZE,Floor,7/2/1997,8/8/8888,280,28,USMC Okinawa,Marine Corps,26,OKINAWA 5 Japan OK08 J0 Dave OCEAN BREEZE 80% CLSD0403 FALSE,
1122,SURFSIDE,Floor,10/1/1993,8/8/8888,280,28,USMC Okinawa,Marine Corps,26,OKINAWA 5 Japan OK11 J0 Dave SURFSIDE 80% CLSD0404 FALSE,
1127,ROAD HOUSE,Floor,9/1/2015,8/8/8888,340,24,Camp Zama,Marine Corps,22,ZAMA 5 Japan ZA05 J0 Dave ROAD HOUSE 80% CLSD0404 FALSE,
1137,IWAKUNI CLUB,Floor,2/1/1998,8/8/8888,270,27,USMA Iwakuni,Marine Corps,27,IWAKUNI 5 Japan IW01 J0 Dave IWAKUNI CLUB 80% CLSD0403 FALSE,
1669,THE VAULT CLUB AND CASINO,Floor,7/2/2010,8/8/8888,130,13,Wiesbaden,Army,47,WIESBADEN 2 Europe WB03 E0 Dave THE VAULT 20% CLSD0313 FALSE,
1858,LANGENBRUCK CENTER,Floor,12/1/2007,8/8/8888,120,12,Bavaria,Army,46,VILSECK 2 Europe VK04 E0 Dave LANGENBRUCK 20% CLSD0319 FALSE,
1881,KASTEL KLUB,Floor,3/26/2013,8/8/8888,130,13,Wiesbaden,Army,47,WIESBADEN 2 Europe WB02 E0 Dave KASTEL KLUB 20% CLSD0313 FALSE,
